countrycode,country,year,incomeClass
CAN,Canada,1997,H
CAN,Canada,1998,H
CAN,Canada,1999,H
CAN,Canada,2000,H
CAN,Canada,2001,H
CAN,Canada,2002,H
CAN,Canada,2003,H
CAN,Canada,2004,H
CAN,Canada,2005,H
CAN,Canada,2006,H
CAN,Canada,2007,H
CAN,Canada,2008,H
CAN,Canada,2009,H
CAN,Canada,2010,H
CAN,Canada,2011,H
CAN,Canada,2012,H
CAN,Canada,2013,H
CAN,Canada,2014,H
CAF,Central African Republic,1991,L
CAF,Central African Republic,1992,L
CAF,Central African Republic,1993,L
CAF,Central African Republic,1994,L
CAF,Central African Republic,1995,L
CAF,Central African Republic,1996,L
CAF,Central African Republic,1997,L
CAF,Central African Republic,1998,L
CAF,Central African Republic,1999,L
CAF,Central African Republic,2000,L
CAF,Central African Republic,2001,L
CAF,Central African Republic,2002,L
CAF,Central African Republic,2003,L
CAF,Central African Republic,2004,L
CAF,Central African Republic,2005,L
CAF,Central African Republic,2006,L
CAF,Central African Republic,2007,L
CAF,Central African Republic,2008,L
CAF,Central African Republic,2009,L
CAF,Central African Republic,2010,L
CAF,Central African Republic,2011,L
CAF,Central African Republic,2012,L
CAF,Central African Republic,2013,L
CAF,Central African Republic,2014,L
TCD,Chad,1991,L
TCD,Chad,1992,L
TCD,Chad,1993,L
TCD,Chad,1994,L
TCD,Chad,1995,L
TCD,Chad,1996,L
TCD,Chad,1997,L
TCD,Chad,1998,L
TCD,Chad,1999,L
TCD,Chad,2000,L
TCD,Chad,2001,L
TCD,Chad,2002,L
TCD,Chad,2003,L
TCD,Chad,2004,L
TCD,Chad,2005,L
TCD,Chad,2006,L
TCD,Chad,2007,L
TCD,Chad,2008,L
TCD,Chad,2009,L
TCD,Chad,2010,L
TCD,Chad,2011,L
TCD,Chad,2012,L
TCD,Chad,2013,L
TCD,Chad,2014,L
CHL,Chile,1991,LM
CHL,Chile,1992,LM
CHL,Chile,1993,LM
CHL,Chile,1994,LM
CHL,Chile,1995,UM
CHL,Chile,1996,UM
CHL,Chile,1997,UM
CHL,Chile,1998,UM
CHL,Chile,1999,UM
CHL,Chile,2000,UM
CHL,Chile,2001,UM
CHL,Chile,2002,UM
CHL,Chile,2003,UM
CHL,Chile,2004,UM
CHL,Chile,2005,UM
CHL,Chile,2006,UM
CHL,Chile,2007,UM
CHL,Chile,2008,UM
CHL,Chile,2009,UM
CHL,Chile,2010,UM
CHL,Chile,2011,UM
CHL,Chile,2012,UM
CHL,Chile,2013,UM
CHL,Chile,2014,H
CHN,China,1991,L
CHN,China,1992,L
CHN,China,1993,L
CHN,China,1994,L
CHN,China,1995,L
CHN,China,1996,L
CHN,China,1997,L
CHN,China,1998,L
CHN,China,1999,LM
CHN,China,2000,L
CHN,China,2001,LM
CHN,China,2002,LM
CHN,China,2003,LM
CHN,China,2004,LM
CHN,China,2005,LM
CHN,China,2006,LM
CHN,China,2007,LM
CHN,China,2008,LM
CHN,China,2009,LM
CHN,China,2010,LM
CHN,China,2011,LM
CHN,China,2012,UM
CHN,China,2013,UM
CHN,China,2014,UM
COL,Colombia,1991,LM
COL,Colombia,1992,LM
COL,Colombia,1993,LM
COL,Colombia,1994,LM
COL,Colombia,1995,LM
COL,Colombia,1996,LM
COL,Colombia,1997,LM
COL,Colombia,1998,LM
COL,Colombia,1999,LM
COL,Colombia,2000,LM
COL,Colombia,2001,LM
COL,Colombia,2002,LM
COL,Colombia,2003,LM
COL,Colombia,2004,LM
COL,Colombia,2005,LM
COL,Colombia,2006,LM
COL,Colombia,2007,LM
COL,Colombia,2008,LM
COL,Colombia,2009,LM
COL,Colombia,2010,UM
COL,Colombia,2011,UM
COL,Colombia,2012,UM
COL,Colombia,2013,UM
COL,Colombia,2014,UM
COM,Comoros,1991,L
COM,Comoros,1992,L
COM,Comoros,1993,L
COM,Comoros,1994,L
COM,Comoros,1995,L
COM,Comoros,1996,L
COM,Comoros,1997,L
COM,Comoros,1998,L
COM,Comoros,1999,L
COM,Comoros,2000,L
COM,Comoros,2001,L
COM,Comoros,2002,L
COM,Comoros,2003,L
COM,Comoros,2004,L
COM,Comoros,2005,L
COM,Comoros,2006,L
COM,Comoros,2007,L
COM,Comoros,2008,L
COM,Comoros,2009,L
COM,Comoros,2010,L
COM,Comoros,2011,L
COM,Comoros,2012,L
COM,Comoros,2013,L
COM,Comoros,2014,L
ZAR,"Congo, Dem. Rep.",1991,L
ZAR,"Congo, Dem. Rep.",1992,L
ZAR,"Congo, Dem. Rep.",1993,L
ZAR,"Congo, Dem. Rep.",1994,L
ZAR,"Congo, Dem. Rep.",1995,L
ZAR,"Congo, Dem. Rep.",1996,L
ZAR,"Congo, Dem. Rep.",1997,L
ZAR,"Congo, Dem. Rep.",1998,L
ZAR,"Congo, Dem. Rep.",1999,L
ZAR,"Congo, Dem. Rep.",2000,L
ZAR,"Congo, Dem. Rep.",2001,L
ZAR,"Congo, Dem. Rep.",2002,L
ZAR,"Congo, Dem. Rep.",2003,L
ZAR,"Congo, Dem. Rep.",2004,L
ZAR,"Congo, Dem. Rep.",2005,L
ZAR,"Congo, Dem. Rep.",2006,L
ZAR,"Congo, Dem. Rep.",2007,L
ZAR,"Congo, Dem. Rep.",2008,L
ZAR,"Congo, Dem. Rep.",2009,L
ZAR,"Congo, Dem. Rep.",2010,L
ZAR,"Congo, Dem. Rep.",2011,L
ZAR,"Congo, Dem. Rep.",2012,L
ZAR,"Congo, Dem. Rep.",2013,L
ZAR,"Congo, Dem. Rep.",2014,L
COG,"Congo, Rep.",1991,LM
COG,"Congo, Rep.",1992,LM
COG,"Congo, Rep.",1993,LM
COG,"Congo, Rep.",1994,LM
COG,"Congo, Rep.",1995,LM
COG,"Congo, Rep.",1996,L
COG,"Congo, Rep.",1997,L
COG,"Congo, Rep.",1998,L
COG,"Congo, Rep.",1999,L
COG,"Congo, Rep.",2000,L
COG,"Congo, Rep.",2001,L
COG,"Congo, Rep.",2002,L
COG,"Congo, Rep.",2003,L
COG,"Congo, Rep.",2004,L
COG,"Congo, Rep.",2005,L
COG,"Congo, Rep.",2006,L
COG,"Congo, Rep.",2007,LM
COG,"Congo, Rep.",2008,LM
COG,"Congo, Rep.",2009,LM
COG,"Congo, Rep.",2010,LM
COG,"Congo, Rep.",2011,LM
COG,"Congo, Rep.",2012,LM
COG,"Congo, Rep.",2013,LM
COG,"Congo, Rep.",2014,LM
CRI,Costa Rica,1991,LM
CRI,Costa Rica,1992,LM
CRI,Costa Rica,1993,LM
CRI,Costa Rica,1994,LM
CRI,Costa Rica,1995,LM
CRI,Costa Rica,1996,LM
CRI,Costa Rica,1997,LM
CRI,Costa Rica,1998,LM
CRI,Costa Rica,1999,LM
CRI,Costa Rica,2000,LM
CRI,Costa Rica,2001,LM
CRI,Costa Rica,2002,UM
CRI,Costa Rica,2003,UM
CRI,Costa Rica,2004,UM
CRI,Costa Rica,2005,UM
CRI,Costa Rica,2006,UM
CRI,Costa Rica,2007,UM
CRI,Costa Rica,2008,UM
CRI,Costa Rica,2009,UM
CRI,Costa Rica,2010,UM
CRI,Costa Rica,2011,UM
CRI,Costa Rica,2012,UM
CRI,Costa Rica,2013,UM
CRI,Costa Rica,2014,UM
CIV,Côte d'Ivoire,1991,LM
CIV,Côte d'Ivoire,1992,LM
CIV,Côte d'Ivoire,1993,LM
CIV,Côte d'Ivoire,1994,LM
CIV,Côte d'Ivoire,1995,L
CIV,Côte d'Ivoire,1996,L
CIV,Côte d'Ivoire,1997,L
CIV,Côte d'Ivoire,1998,L
CIV,Côte d'Ivoire,1999,L
CIV,Côte d'Ivoire,2000,L
CIV,Côte d'Ivoire,2001,L
CIV,Côte d'Ivoire,2002,L
CIV,Côte d'Ivoire,2003,L
CIV,Côte d'Ivoire,2004,L
CIV,Côte d'Ivoire,2005,L
CIV,Côte d'Ivoire,2006,L
CIV,Côte d'Ivoire,2007,L
CIV,Côte d'Ivoire,2008,L
CIV,Côte d'Ivoire,2009,L
CIV,Côte d'Ivoire,2010,LM
CIV,Côte d'Ivoire,2011,LM
CIV,Côte d'Ivoire,2012,LM
CIV,Côte d'Ivoire,2013,LM
CIV,Côte d'Ivoire,2014,LM
HRV,Croatia,1995,LM
HRV,Croatia,1996,LM
HRV,Croatia,1997,UM
HRV,Croatia,1998,UM
HRV,Croatia,1999,UM
HRV,Croatia,2000,UM
HRV,Croatia,2001,UM
HRV,Croatia,2002,UM
HRV,Croatia,2003,UM
HRV,Croatia,2004,UM
HRV,Croatia,2005,UM
HRV,Croatia,2006,UM
HRV,Croatia,2007,UM
HRV,Croatia,2008,UM
HRV,Croatia,2009,UM
HRV,Croatia,2010,H
HRV,Croatia,2011,H
HRV,Croatia,2012,H
HRV,Croatia,2013,H
HRV,Croatia,2014,H
CUB,Cuba,1991,Missing
CUB,Cuba,1992,LM
CUB,Cuba,1993,LM
CUB,Cuba,1994,LM
CUB,Cuba,1995,LM
CUB,Cuba,1996,LM
CUB,Cuba,1997,LM
CUB,Cuba,1998,LM
CUB,Cuba,1999,LM
CUB,Cuba,2000,LM
CUB,Cuba,2001,LM
CUB,Cuba,2002,LM
CUB,Cuba,2003,LM
CUB,Cuba,2004,LM
CUB,Cuba,2005,LM
CUB,Cuba,2006,LM
CUB,Cuba,2007,LM
CUB,Cuba,2008,LM
CUB,Cuba,2009,UM
CUB,Cuba,2010,UM
CUB,Cuba,2011,UM
CUB,Cuba,2012,UM
CUB,Cuba,2013,UM
CYP,Cyprus,1991,H
CYP,Cyprus,1992,H
CYP,Cyprus,1993,H
CYP,Cyprus,1994,H
CYP,Cyprus,1995,H
CYP,Cyprus,1996,H
CYP,Cyprus,1997,H
CYP,Cyprus,1998,H
CYP,Cyprus,1999,H
CYP,Cyprus,2000,H
CYP,Cyprus,2001,H
CYP,Cyprus,2002,H
CYP,Cyprus,2003,H
CYP,Cyprus,2004,H
CYP,Cyprus,2005,H
CYP,Cyprus,2006,H
CYP,Cyprus,2007,H
CYP,Cyprus,2008,H
CYP,Cyprus,2009,H
CYP,Cyprus,2010,H
CYP,Cyprus,2011,H
CYP,Cyprus,2012,H
CYP,Cyprus,2013,H
CYP,Cyprus,2014,H
CZE,Czech Republic,1991,Missing
CZE,Czech Republic,1992,Missing
CZE,Czech Republic,1993,Missing
CZE,Czech Republic,1994,LM
CZE,Czech Republic,1995,LM
CZE,Czech Republic,1996,UM
CZE,Czech Republic,1997,UM
CZE,Czech Republic,1998,UM
CZE,Czech Republic,1999,UM
CZE,Czech Republic,2000,UM
CZE,Czech Republic,2001,UM
CZE,Czech Republic,2002,UM
CZE,Czech Republic,2003,UM
CZE,Czech Republic,2004,UM
CZE,Czech Republic,2005,UM
CZE,Czech Republic,2006,UM
CZE,Czech Republic,2007,UM
CZE,Czech Republic,2008,H
CZE,Czech Republic,2009,H
CZE,Czech Republic,2010,H
CZE,Czech Republic,2011,H
CZE,Czech Republic,2012,H
CZE,Czech Republic,2013,H
CZE,Czech Republic,2014,H
DNK,Denmark,1991,H
DNK,Denmark,1992,H
DNK,Denmark,1993,H
DNK,Denmark,1994,H
DNK,Denmark,1995,H
DNK,Denmark,1996,H
DNK,Denmark,1997,H
DNK,Denmark,1998,H
DNK,Denmark,1999,H
DNK,Denmark,2000,H
DNK,Denmark,2001,H
DNK,Denmark,2002,H
DNK,Denmark,2003,H
DNK,Denmark,2004,H
DNK,Denmark,2005,H
DNK,Denmark,2006,H
DNK,Denmark,2007,H
DNK,Denmark,2008,H
DNK,Denmark,2009,H
DNK,Denmark,2010,H
DNK,Denmark,2011,H
DNK,Denmark,2012,H
DNK,Denmark,2013,H
DNK,Denmark,2014,H
DJI,Djibouti,1991,Missing
DJI,Djibouti,1992,LM
DJI,Djibouti,1993,LM
DJI,Djibouti,1994,LM
DJI,Djibouti,1995,LM
DJI,Djibouti,1996,LM
DJI,Djibouti,1997,LM
DJI,Djibouti,1998,LM
DJI,Djibouti,1999,LM
DJI,Djibouti,2000,LM
DJI,Djibouti,2001,LM
DJI,Djibouti,2002,LM
DJI,Djibouti,2003,LM
DJI,Djibouti,2004,LM
DJI,Djibouti,2005,LM
DJI,Djibouti,2006,LM
DJI,Djibouti,2007,LM
DJI,Djibouti,2008,LM
DJI,Djibouti,2009,LM
DJI,Djibouti,2010,LM
DJI,Djibouti,2011,LM
DJI,Djibouti,2012,LM
DJI,Djibouti,2013,LM
DJI,Djibouti,2014,LM
DMA,Dominica,1991,LM
DMA,Dominica,1992,LM
DMA,Dominica,1993,LM
DMA,Dominica,1994,LM
DMA,Dominica,1995,LM
DMA,Dominica,1996,LM
DMA,Dominica,1997,LM
DMA,Dominica,1998,LM
DMA,Dominica,1999,LM
DMA,Dominica,2000,LM
DMA,Dominica,2001,UM
DMA,Dominica,2002,UM
DMA,Dominica,2003,UM
DMA,Dominica,2004,UM
DMA,Dominica,2005,UM
DMA,Dominica,2006,UM
DMA,Dominica,2007,UM
DMA,Dominica,2008,UM
DMA,Dominica,2009,UM
DMA,Dominica,2010,UM
DMA,Dominica,2011,UM
DMA,Dominica,2012,UM
DMA,Dominica,2013,UM
DMA,Dominica,2014,UM
DOM,Dominican Republic,1991,LM
DOM,Dominican Republic,1992,LM
DOM,Dominican Republic,1993,LM
DOM,Dominican Republic,1994,LM
DOM,Dominican Republic,1995,LM
DOM,Dominican Republic,1996,LM
DOM,Dominican Republic,1997,LM
DOM,Dominican Republic,1998,LM
DOM,Dominican Republic,1999,LM
DOM,Dominican Republic,2000,LM
DOM,Dominican Republic,2001,LM
DOM,Dominican Republic,2002,LM
DOM,Dominican Republic,2003,LM
DOM,Dominican Republic,2004,LM
DOM,Dominican Republic,2005,LM
DOM,Dominican Republic,2006,LM
DOM,Dominican Republic,2007,LM
DOM,Dominican Republic,2008,LM
DOM,Dominican Republic,2009,LM
DOM,Dominican Republic,2010,UM
DOM,Dominican Republic,2011,UM
DOM,Dominican Republic,2012,UM
DOM,Dominican Republic,2013,UM
DOM,Dominican Republic,2014,UM
ECU,Ecuador,1991,LM
ECU,Ecuador,1992,LM
ECU,Ecuador,1993,LM
ECU,Ecuador,1994,LM
ECU,Ecuador,1995,LM
ECU,Ecuador,1996,LM
ECU,Ecuador,1997,LM
ECU,Ecuador,1998,LM
ECU,Ecuador,1999,LM
ECU,Ecuador,2000,LM
ECU,Ecuador,2001,LM
ECU,Ecuador,2002,LM
ECU,Ecuador,2003,LM
ECU,Ecuador,2004,LM
ECU,Ecuador,2005,LM
ECU,Ecuador,2006,LM
ECU,Ecuador,2007,LM
ECU,Ecuador,2008,LM
ECU,Ecuador,2009,LM
ECU,Ecuador,2010,LM
ECU,Ecuador,2011,LM
ECU,Ecuador,2012,UM
ECU,Ecuador,2013,UM
ECU,Ecuador,2014,UM
EGY,"Egypt, Arab Rep.",1991,LM
EGY,"Egypt, Arab Rep.",1992,L
EGY,"Egypt, Arab Rep.",1993,L
EGY,"Egypt, Arab Rep.",1994,L
EGY,"Egypt, Arab Rep.",1995,L
EGY,"Egypt, Arab Rep.",1996,L
EGY,"Egypt, Arab Rep.",1997,LM
EGY,"Egypt, Arab Rep.",1998,LM
EGY,"Egypt, Arab Rep.",1999,LM
EGY,"Egypt, Arab Rep.",2000,LM
EGY,"Egypt, Arab Rep.",2001,LM
EGY,"Egypt, Arab Rep.",2002,LM
EGY,"Egypt, Arab Rep.",2003,LM
EGY,"Egypt, Arab Rep.",2004,LM
EGY,"Egypt, Arab Rep.",2005,LM
EGY,"Egypt, Arab Rep.",2006,LM
EGY,"Egypt, Arab Rep.",2007,LM
EGY,"Egypt, Arab Rep.",2008,LM
EGY,"Egypt, Arab Rep.",2009,LM
EGY,"Egypt, Arab Rep.",2010,LM
EGY,"Egypt, Arab Rep.",2011,LM
EGY,"Egypt, Arab Rep.",2012,LM
EGY,"Egypt, Arab Rep.",2013,LM
EGY,"Egypt, Arab Rep.",2014,LM
SLV,El Salvador,1991,LM
SLV,El Salvador,1992,LM
SLV,El Salvador,1993,LM
SLV,El Salvador,1994,LM
SLV,El Salvador,1995,LM
SLV,El Salvador,1996,LM
SLV,El Salvador,1997,LM
SLV,El Salvador,1998,LM
SLV,El Salvador,1999,LM
SLV,El Salvador,2000,LM
SLV,El Salvador,2001,LM
SLV,El Salvador,2002,LM
SLV,El Salvador,2003,LM
SLV,El Salvador,2004,LM
SLV,El Salvador,2005,LM
SLV,El Salvador,2006,LM
SLV,El Salvador,2007,LM
SLV,El Salvador,2008,LM
SLV,El Salvador,2009,LM
SLV,El Salvador,2010,LM
SLV,El Salvador,2011,LM
SLV,El Salvador,2012,LM
SLV,El Salvador,2013,LM
SLV,El Salvador,2014,LM
GNQ,Equatorial Guinea,1991,L
GNQ,Equatorial Guinea,1992,L
GNQ,Equatorial Guinea,1993,L
GNQ,Equatorial Guinea,1994,L
GNQ,Equatorial Guinea,1995,L
GNQ,Equatorial Guinea,1996,L
GNQ,Equatorial Guinea,1997,L
GNQ,Equatorial Guinea,1998,L
GNQ,Equatorial Guinea,1999,LM
GNQ,Equatorial Guinea,2000,LM
GNQ,Equatorial Guinea,2001,LM
GNQ,Equatorial Guinea,2002,LM
GNQ,Equatorial Guinea,2003,L
GNQ,Equatorial Guinea,2004,L
GNQ,Equatorial Guinea,2005,L
GNQ,Equatorial Guinea,2006,UM
GNQ,Equatorial Guinea,2007,UM
GNQ,Equatorial Guinea,2008,UM
GNQ,Equatorial Guinea,2009,H
GNQ,Equatorial Guinea,2010,H
GNQ,Equatorial Guinea,2011,H
GNQ,Equatorial Guinea,2012,H
GNQ,Equatorial Guinea,2013,H
GNQ,Equatorial Guinea,2014,H
ERI,Eritrea,1992,Missing
ERI,Eritrea,1993,Missing
ERI,Eritrea,1994,L
ERI,Eritrea,1995,L
ERI,Eritrea,1996,L
ERI,Eritrea,1997,L
ERI,Eritrea,1998,L
ERI,Eritrea,1999,L
ERI,Eritrea,2000,L
ERI,Eritrea,2001,L
ERI,Eritrea,2002,L
ERI,Eritrea,2003,L
ERI,Eritrea,2004,L
ERI,Eritrea,2005,L
ERI,Eritrea,2006,L
ERI,Eritrea,2007,L
ERI,Eritrea,2008,L
ERI,Eritrea,2009,L
ERI,Eritrea,2010,L
ERI,Eritrea,2011,L
EST,Estonia,1995,UM
EST,Estonia,1996,LM
EST,Estonia,1997,LM
EST,Estonia,1998,LM
EST,Estonia,1999,UM
EST,Estonia,2000,UM
EST,Estonia,2001,UM
EST,Estonia,2002,UM
EST,Estonia,2003,UM
EST,Estonia,2004,UM
EST,Estonia,2005,UM
EST,Estonia,2006,UM
EST,Estonia,2007,UM
EST,Estonia,2008,H
EST,Estonia,2009,H
EST,Estonia,2010,H
EST,Estonia,2011,H
EST,Estonia,2012,H
EST,Estonia,2013,H
EST,Estonia,2014,H
ETH,Ethiopia,1991,L
ETH,Ethiopia,1992,L
ETH,Ethiopia,1993,L
ETH,Ethiopia,1994,L
ETH,Ethiopia,1995,L
ETH,Ethiopia,1996,L
ETH,Ethiopia,1997,L
ETH,Ethiopia,1998,L
ETH,Ethiopia,1999,L
ETH,Ethiopia,2000,L
ETH,Ethiopia,2001,L
ETH,Ethiopia,2002,L
ETH,Ethiopia,2003,L
ETH,Ethiopia,2004,L
ETH,Ethiopia,2005,L
ETH,Ethiopia,2006,L
ETH,Ethiopia,2007,L
ETH,Ethiopia,2008,L
ETH,Ethiopia,2009,L
ETH,Ethiopia,2010,L
ETH,Ethiopia,2011,L
ETH,Ethiopia,2012,L
ETH,Ethiopia,2013,L
ETH,Ethiopia,2014,L
FRO,Faeroe Islands,2010,H
FJI,Fiji,1991,LM
FJI,Fiji,1992,LM
FJI,Fiji,1993,LM
FJI,Fiji,1994,LM
FJI,Fiji,1995,LM
FJI,Fiji,1996,LM
FJI,Fiji,1997,LM
FJI,Fiji,1998,LM
FJI,Fiji,1999,LM
FJI,Fiji,2000,LM
FJI,Fiji,2001,LM
FJI,Fiji,2002,LM
FJI,Fiji,2003,LM
FJI,Fiji,2004,LM
FJI,Fiji,2005,LM
FJI,Fiji,2006,LM
FJI,Fiji,2007,LM
FJI,Fiji,2008,LM
FJI,Fiji,2009,UM
FJI,Fiji,2010,UM
FJI,Fiji,2011,UM
FJI,Fiji,2012,LM
FJI,Fiji,2013,LM
FJI,Fiji,2014,UM
FIN,Finland,1991,H
FIN,Finland,1992,H
FIN,Finland,1993,H
FIN,Finland,1994,H
FIN,Finland,1995,H
FIN,Finland,1996,H
FIN,Finland,1997,H
FIN,Finland,1998,H
FIN,Finland,1999,H
FIN,Finland,2000,H
FIN,Finland,2001,H
FIN,Finland,2002,H
FIN,Finland,2003,H
FIN,Finland,2004,H
FIN,Finland,2005,H
FIN,Finland,2006,H
FIN,Finland,2007,H
FIN,Finland,2008,H
FIN,Finland,2009,H
FIN,Finland,2010,H
FIN,Finland,2011,H
FIN,Finland,2012,H
FIN,Finland,2013,H
FIN,Finland,2014,H
FRA,France,1991,H
FRA,France,1992,H
FRA,France,1993,H
FRA,France,1994,H
FRA,France,1995,H
FRA,France,1996,H
FRA,France,1997,H
FRA,France,1998,H
FRA,France,1999,H
FRA,France,2000,H
FRA,France,2001,H
FRA,France,2002,H
FRA,France,2003,H
FRA,France,2004,H
FRA,France,2005,H
FRA,France,2006,H
FRA,France,2007,H
FRA,France,2008,H
FRA,France,2009,H
FRA,France,2010,H
FRA,France,2011,H
FRA,France,2012,H
FRA,France,2013,H
FRA,France,2014,H
GAB,Gabon,1991,UM
GAB,Gabon,1992,UM
GAB,Gabon,1993,UM
GAB,Gabon,1994,UM
GAB,Gabon,1995,UM
GAB,Gabon,1996,UM
GAB,Gabon,1997,UM
GAB,Gabon,1998,UM
GAB,Gabon,1999,UM
GAB,Gabon,2000,UM
GAB,Gabon,2001,UM
GAB,Gabon,2002,UM
GAB,Gabon,2003,UM
GAB,Gabon,2004,UM
GAB,Gabon,2005,UM
GAB,Gabon,2006,UM
GAB,Gabon,2007,UM
GAB,Gabon,2008,UM
GAB,Gabon,2009,UM
GAB,Gabon,2010,UM
GAB,Gabon,2011,UM
GAB,Gabon,2012,UM
GAB,Gabon,2013,UM
GAB,Gabon,2014,UM
GMB,"Gambia, The",1991,L
GMB,"Gambia, The",1992,L
GMB,"Gambia, The",1993,L
GMB,"Gambia, The",1994,L
GMB,"Gambia, The",1995,L
GMB,"Gambia, The",1996,L
GMB,"Gambia, The",1997,L
GMB,"Gambia, The",1998,L
GMB,"Gambia, The",1999,L
GMB,"Gambia, The",2000,L
GMB,"Gambia, The",2001,L
GMB,"Gambia, The",2002,L
GMB,"Gambia, The",2003,L
GMB,"Gambia, The",2004,L
GMB,"Gambia, The",2005,L
GMB,"Gambia, The",2006,L
GMB,"Gambia, The",2007,L
GMB,"Gambia, The",2008,L
GMB,"Gambia, The",2009,L
GMB,"Gambia, The",2010,L
GMB,"Gambia, The",2011,L
GMB,"Gambia, The",2012,L
GMB,"Gambia, The",2013,L
GMB,"Gambia, The",2014,L
GEO,Georgia,1991,Missing
GEO,Georgia,1992,Missing
GEO,Georgia,1993,LM
GEO,Georgia,1994,LM
GEO,Georgia,1995,L
GEO,Georgia,1996,L
GEO,Georgia,1997,L
GEO,Georgia,1998,LM
GEO,Georgia,1999,LM
GEO,Georgia,2000,LM
